chr	start	stop	centre
chr17	29089158	29089711	29089434.5
chr13	111534145	111534788	111534466.5
chr4	12014762	12015370	12015066.0
chr9	57503659	57503869	57503764.0
chr11	23397428	23398535	23397981.5
chr11	3794735	3795355	3795045.0
chr5	31829008	31829213	31829110.5
chr14	17212676	17213059	17212867.5
chr13	24923149	24924189	24923669.0
chr4	79649515	79650539	79650027.0
chr18	35278012	35279489	35278750.5
chr9	107611819	107612770	107612294.5
chr7	86537804	86537990	86537897.0
chr9	108984775	108985334	108985054.5
chr9	123413545	123413773	123413659.0
chr1	166387365	166389613	166388489.0
chr17	33102598	33102980	33102789.0
chr16	44724202	44725008	44724605.0
chr14	118488984	118489301	118489142.5
chr5	93634364	93636236	93635300.0
chr17	24551782	24551962	24551872.0
chr11	69209126	69209417	69209271.5
chr11	120298670	120299142	120298906.0
chr2	32237095	32237669	32237382.0
chr17	15079889	15080789	15080339.0
chr11	79955314	79955485	79955399.5
chr15	85642008	85642505	85642256.5
chr11	115014978	115015733	115015355.5
chr15	55388367	55388514	55388440.5
chr16	8666632	8666847	8666739.5
chr13	67228936	67229230	67229083.0
chr2	119500354	119501485	119500919.5
chr7	66483394	66485306	66484350.0
chr19	55390709	55391242	55390975.5
chr1	133723911	133725181	133724546.0
chr7	53121323	53122156	53121739.5
chr14	103411842	103412088	103411965.0
chr6	86354055	86354843	86354449.0
chr15	57806946	57807989	57807467.5
chr11	100487995	100488220	100488107.5
chr7	25378774	25378991	25378882.5
chr13	111184476	111186070	111185273.0
chr3	83939324	83939624	83939474.0
chr17	66299974	66300894	66300434.0
chr18	61370927	61371560	61371243.5
chr9	86465090	86466249	86465669.5
chr12	79326726	79328822	79327774.0
chr5	136674519	136674695	136674607.0
chr3	120994243	120995177	120994710.0
chr13	67006149	67006589	67006369.0
chr2	130389047	130390006	130389526.5
chr7	36181710	36182200	36181955.0
chr2	153475038	153475479	153475258.5
chr4	47486780	47488040	47487410.0
chr10	59465351	59466244	59465797.5
chr19	34995754	34996076	34995915.0
chr15	55388547	55389393	55388970.0
chr19	4125694	4126080	4125887.0
chr6	67120233	67120718	67120475.5
chr16	91010801	91012016	91011408.5
chr2	91490092	91490536	91490314.0
chr9	105721604	105721914	105721759.0
chr13	95054810	95055818	95055314.0
chr7	106631703	106632443	106632073.0
chr10	85379093	85380105	85379599.0
chr7	146037541	146038133	146037837.0
chr8	74200150	74200643	74200396.5
chrX	92111491	92111935	92111713.0
chr13	67369816	67370286	67370051.0
chr8	113836905	113837044	113836974.5
chr11	99091387	99092527	99091957.0
chrX	160819276	160820577	160819926.5
chr10	77044237	77044956	77044596.5
chr14	118951212	118951379	118951295.5
chr8	86118242	86118891	86118566.5
chr7	71471922	71472210	71472066.0
chr15	38007343	38008231	38007787.0
chr19	29441806	29442026	29441916.0
chr16	4789818	4790400	4790109.0
chr4	79650571	79651152	79650861.5
chr13	43655024	43655868	43655446.0
chr11	82577274	82578136	82577705.0
chr19	60936901	60937626	60937263.5
chr1	181889441	181890737	181890089.0
chr7	88933914	88934702	88934308.0
chr15	100559706	100559949	100559827.5
chr11	74643323	74644537	74643930.0
chr10	84564922	84565900	84565411.0
chr15	76364815	76365214	76365014.5
chr6	121222044	121222574	121222309.0
chr12	104663621	104664616	104664118.5
chr9	95411840	95413059	95412449.5
chr1	87955763	87956354	87956058.5
chr18	77952017	77953530	77952773.5
chr18	32322408	32323562	32322985.0
chr3	32263826	32264490	32264158.0
chr12	60363916	60364131	60364023.5
chr9	3259013	3259118	3259065.5
chr19	44181627	44182136	44181881.5
chr5	109058005	109059184	109058594.5
chr8	35869797	35871374	35870585.5
chr4	59594114	59594878	59594496.0
chr7	16911609	16911872	16911740.5
chr2	119114223	119114612	119114417.5
chr1	158868772	158870312	158869542.0
chr17	34987020	34987669	34987344.5
chr4	154459990	154460811	154460400.5
chr1	173217423	173218443	173217933.0
chr1	52556513	52557851	52557182.0
chrX	34137604	34138872	34138238.0
chr11	116135359	116135623	116135491.0
chr2	155521869	155522054	155521961.5
chr9	20807038	20807800	20807419.0
chr19	39005021	39006145	39005583.0
chr19	6076686	6077063	6076874.5
chr3	157609585	157611275	157610430.0
chr17	46811037	46811497	46811267.0
chr9	7763590	7764872	7764231.0
chr5	136611598	136612444	136612021.0
chr2	30219432	30219889	30219660.5
chr11	117824484	117825224	117824854.0
chr2	179991285	179992421	179991853.0
chr7	112958264	112960003	112959133.5
chr19	25073653	25073853	25073753.0
chrX	65566763	65567067	65566915.0
chr6	92133558	92134144	92133851.0
chr3	106350032	106351516	106350774.0
chrX	98722448	98723026	98722737.0
chr11	98054172	98054954	98054563.0
chrX	72400892	72401294	72401093.0
chr11	34647389	34647552	34647470.5
chr2	91201193	91201713	91201453.0
chr5	147760202	147760773	147760487.5
chr9	21396910	21397707	21397308.5
chr11	97605644	97606766	97606205.0
chr5	149363760	149364683	149364221.5
chr1	136415267	136415515	136415391.0
chr14	58617599	58618234	58617916.5
chr5	129525263	129526972	129526117.5
chr11	105945043	105946919	105945981.0
chr15	78892851	78893738	78893294.5
chr9	95411455	95411812	95411633.5
chr11	70375748	70376070	70375909.0
chr2	112207448	112207629	112207538.5
chr15	38228532	38230031	38229281.5
chr19	6983991	6984715	6984353.0
chr17	5093327	5093893	5093610.0
chr2	90729334	90730765	90730049.5
chr14	64162231	64162963	64162597.0
chr2	154876010	154876367	154876188.5
chr15	88721839	88722079	88721959.0
chr19	61302677	61302821	61302749.0
chr11	102080159	102080359	102080259.0
chr12	102957045	102957425	102957235.0
chr2	139891458	139891703	139891580.5
chr7	71041720	71042616	71042168.0
chr18	24687870	24689031	24688450.5
chr8	73340546	73340818	73340682.0
chr18	35113876	35114150	35114013.0
chr11	78959466	78960271	78959868.5
chr4	151551832	151552596	151552214.0
chr18	84758030	84759559	84758794.5
chr17	45763810	45764036	45763923.0
chr19	10257829	10258118	10257973.5
chr18	34936253	34937510	34936881.5
chr16	98217504	98217751	98217627.5
chr5	21292708	21292870	21292789.0
chr15	38403190	38403789	38403489.5
chr7	3616858	3617443	3617150.5
chr10	121533584	121535073	121534328.5
chr17	21839410	21839502	21839456.0
chr5	125659478	125660010	125659744.0
chr6	115693665	115693921	115693793.0
chr6	47827335	47828169	47827752.0
chr16	22009168	22009886	22009527.0
chr17	5440190	5440680	5440435.0
chr1	182694069	182694320	182694194.5
chr7	133792718	133793443	133793080.5
chr18	77168586	77169073	77168829.5
chr1	88383686	88384650	88384168.0
chr18	67870879	67871022	67870950.5
chr11	119803469	119804684	119804076.5
chr17	24388061	24389059	24388560.0
chr11	54600340	54601553	54600946.5
chrX	148667641	148667886	148667763.5
chr1	90966436	90967843	90967139.5
chr11	57981639	57982152	57981895.5
chr16	43889473	43890406	43889939.5
chr9	25288880	25289707	25289293.5
chr2	25402285	25402733	25402509.0
chr14	35315104	35315570	35315337.0
chr11	29146967	29147824	29147395.5
chr1	16678678	16679119	16678898.5
chrX	67638218	67639515	67638866.5
chr16	8644033	8644264	8644148.5
chr11	40568122	40569268	40568695.0
chr8	125736229	125737217	125736723.0
chr3	31033087	31033520	31033303.5
chr2	173935369	173936764	173936066.5
chr13	95558689	95559404	95559046.5
chr5	72950081	72951392	72950736.5
chr6	128429564	128430545	128430054.5
chr14	48037807	48038109	48037958.0
chr13	107736700	107737636	107737168.0
chr15	76731119	76731347	76731233.0
chr11	54335965	54336944	54336454.5
chr16	31200470	31201610	31201040.0
chr8	85855558	85855727	85855642.5
chr15	81575700	81575927	81575813.5
chr16	3908437	3909288	3908862.5
chr11	57331610	57332314	57331962.0
chrX	120726046	120726373	120726209.5
chr1	63227238	63228273	63227755.5
chr12	21117022	21117928	21117475.0
chr13	101262041	101262732	101262386.5
chr17	71824032	71825497	71824764.5
chr2	91076985	91077923	91077454.0
chr14	103744881	103745348	103745114.5
chr1	75120935	75121915	75121425.0
chr7	111392198	111392682	111392440.0
chr9	120491295	120492030	120491662.5
chrY	2864348	2868197	2866272.5
chr19	7281007	7281240	7281123.5
chr4	133443593	133444350	133443971.5
chr1	96366457	96366639	96366548.0
chr11	95666882	95667251	95667066.5
chr4	134408403	134410250	134409326.5
chr17	26275242	26276201	26275721.5
chr9	110612304	110612546	110612425.0
chr17	32172979	32173629	32173304.0
chr9	74823703	74824374	74824038.5
chr10	62442773	62443517	62443145.0
chr17	71312959	71313278	71313118.5
chr16	5233443	5234093	5233768.0
chr2	180317079	180317838	180317458.5
chr11	120177416	120177759	120177587.5
chr11	90400239	90400492	90400365.5
chr19	9003361	9004603	9003982.0
chr1	136852173	136852841	136852507.0
chr15	83180349	83181043	83180696.0
chr2	69043717	69044469	69044093.0
chr8	113426269	113426480	113426374.5
chr3	9003763	9004825	9004294.0
chr4	117807175	117808012	117807593.5
chr8	106966039	106967094	106966566.5
chr1	182866925	182867281	182867103.0
chr15	102501130	102501837	102501483.5
chr8	107094820	107094984	107094902.0
chr7	148599698	148600568	148600133.0
chr10	81111469	81111855	81111662.0
chr15	99802671	99803912	99803291.5
chr1	174294849	174295270	174295059.5
chr5	142877189	142878060	142877624.5
chr7	117364668	117364819	117364743.5
chr7	134072220	134072866	134072543.0
chr16	10975145	10975303	10975224.0
chr1	141318212	141319689	141318950.5
chr9	110034091	110035250	110034670.5
chr2	132641354	132642276	132641815.0
chr11	96723300	96723597	96723448.5
chr4	154273103	154273567	154273335.0
chr5	135662532	135663509	135663020.5
chr2	69640927	69641197	69641062.0
chr18	8693938	8694054	8693996.0
chr2	155061901	155062778	155062339.5
chr8	83212094	83212328	83212211.0
chr7	16807250	16807662	16807456.0
chr2	24774528	24775369	24774948.5
chr1	58643317	58643531	58643424.0
chr13	95128075	95129274	95128674.5
chr8	83262048	83264185	83263116.5
chr6	94649326	94650556	94649941.0
chr1	45882094	45882296	45882195.0
chr7	134339084	134339935	134339509.5
chr15	101114092	101115131	101114611.5
chr16	58727599	58728769	58728184.0
chr10	33738597	33739979	33739288.0
chr1	154748859	154749319	154749089.0
chr9	44575428	44576007	44575717.5
chr11	53914229	53914748	53914488.5
chr11	100943486	100944181	100943833.5
chr13	55794003	55794753	55794378.0
chr2	179990974	179991271	179991122.5
chr18	38128952	38129283	38129117.5
chr16	37867819	37869165	37868492.0
chr11	3352828	3353050	3352939.0
chr15	78603668	78604052	78603860.0
chr8	63702418	63703883	63703150.5
chrX	71613572	71614428	71614000.0
chr10	87663714	87664337	87664025.5
chr14	67853184	67853652	67853418.0
chr18	76400574	76402258	76401416.0
chr8	109816840	109817755	109817297.5
chr11	11708585	11710090	11709337.5
chr11	121563393	121564150	121563771.5
chr7	125272665	125273585	125273125.0
chr11	77499254	77499786	77499520.0
chr11	77326248	77326663	77326455.5
chr14	14952763	14953634	14953198.5
chr7	51501451	51502600	51502025.5
chr5	31504093	31504998	31504545.5
chr2	21126895	21127075	21126985.0
chr2	26771529	26772014	26771771.5
chr17	53617925	53619474	53618699.5
chr6	30123565	30125058	30124311.5
chr6	145197756	145199440	145198598.0
chr18	34784394	34784771	34784582.5
chr5	135644057	135644875	135644466.0
chr16	4757010	4757115	4757062.5
chr3	65195649	65196800	65196224.5
chr1	36603726	36604390	36604058.0
chr16	48994924	48995355	48995139.5
chr9	35366848	35367198	35367023.0
chr7	6123114	6124896	6124005.0
chr17	7165374	7166034	7165704.0
chr14	60216459	60216938	60216698.5
chr4	43044165	43044489	43044327.0
chr10	43987961	43988606	43988283.5
chr18	53904989	53905428	53905208.5
chr5	36905702	36905932	36905817.0
chr4	129373962	129374204	129374083.0
chr4	40649729	40650659	40650194.0
chr4	83084586	83085523	83085054.5
chr15	99200367	99201311	99200839.0
chr9	106331509	106332105	106331807.0
chr17	35271690	35271933	35271811.5
chr5	144077290	144077461	144077375.5
chr8	123191978	123192472	123192225.0
chr15	79376694	79378012	79377353.0
chr17	25321313	25321628	25321470.5
chr15	79713795	79714222	79714008.5
chr1	16655077	16655795	16655436.0
chr10	93002437	93002951	93002694.0
chr1	194571672	194572704	194572188.0
chr12	81564025	81564724	81564374.5
chr2	90235249	90235389	90235319.0
chr16	9132282	9132415	9132348.5
chrX	72329682	72330140	72329911.0
chr2	119612941	119613133	119613037.0
chr10	42481011	42481694	42481352.5
chr2	112124297	112125120	112124708.5
chr10	110735123	110736164	110735643.5
chr11	120319290	120319544	120319417.0
chr8	88078565	88079644	88079104.5
chr16	30587541	30588084	30587812.5
chr5	38611164	38611875	38611519.5
chr16	4756834	4756941	4756887.5
chr13	105076858	105077401	105077129.5
chr2	112350316	112350525	112350420.5
chr2	91550426	91550798	91550612.0
chr7	46843945	46844293	46844119.0
chr9	75161803	75162566	75162184.5
chr14	47993295	47993869	47993582.0
chr2	28496311	28496608	28496459.5
chr18	35721354	35721527	35721440.5
chr15	34912248	34912552	34912400.0
chr13	4607907	4608745	4608326.0
chr5	108329391	108330248	108329819.5
chr18	21054227	21055825	21055026.0
chr7	28459372	28460273	28459822.5
chr16	17222341	17222647	17222494.0
chr7	133343651	133344210	133343930.5
chr17	86550226	86550629	86550427.5
chr8	3500008	3500815	3500411.5
chr8	113370576	113370759	113370667.5
chr2	152052155	152053321	152052738.0
chr18	49992927	49993406	49993166.5
chr5	9162229	9162597	9162413.0
chr1	122017287	122018133	122017710.0
chr4	65265497	65266640	65266068.5
chr19	8860292	8861030	8860661.0
chr8	27086996	27087317	27087156.5
chr2	130731848	130732800	130732324.0
chr7	4636241	4637043	4636642.0
chr3	94385748	94386948	94386348.0
chr3	95685743	95686633	95686188.0
chr2	12223035	12223766	12223400.5
chr9	21741166	21741575	21741370.5
chr7	109415141	109417279	109416210.0
chr8	74684540	74685524	74685032.0
chr15	83295392	83295590	83295491.0
chr4	46662618	46663641	46663129.5
chr16	87454676	87455990	87455333.0
chr9	103267021	103268526	103267773.5
chr5	149826966	149827188	149827077.0
chrX	101543379	101543843	101543611.0
chr19	36984243	36984703	36984473.0
chr7	104601664	104602436	104602050.0
chr17	5440744	5440942	5440843.0
chr8	109926697	109927756	109927226.5
chr3	90316959	90318086	90317522.5
chr9	100999971	101000219	101000095.0
chr11	115280967	115281878	115281422.5
chr5	122161659	122162106	122161882.5
chr11	114536450	114537124	114536787.0
chr16	32430550	32431463	32431006.5
chr13	62957404	62958056	62957730.0
chr5	86601063	86602354	86601708.5
chr6	83027590	83028452	83028021.0
chr13	74944931	74946457	74945694.0
chr15	58701337	58701810	58701573.5
chr16	50528791	50530672	50529731.5
chr12	55896110	55896907	55896508.5
chr2	62492668	62492896	62492782.0
chr4	125998511	125999181	125998846.0
chr2	132095108	132095268	132095188.0
chr11	102295841	102296047	102295944.0
chr10	122633302	122634607	122633954.5
chr3	121948191	121949300	121948745.5
chr11	115720909	115721264	115721086.5
chr16	49839668	49840624	49840146.0
chr7	112892195	112893278	112892736.5
chr4	108672939	108673841	108673390.0
chr6	113640557	113640883	113640720.0
chr11	5385376	5385538	5385457.0
chr11	52174030	52174864	52174447.0
chr11	77321645	77322025	77321835.0
chr11	86357700	86358762	86358231.0
chr18	70812178	70812373	70812275.5
chr9	113616728	113617697	113617212.5
chrX	91935076	91935318	91935197.0
chr2	170336557	170336778	170336667.5
chr7	133902661	133903227	133902944.0
chr19	10599862	10600402	10600132.0
chr11	40569504	40569716	40569610.0
chr1	77510875	77512150	77511512.5
chr8	122098329	122099286	122098807.5
chr14	69780080	69780201	69780140.5
chr7	148407256	148408326	148407791.0
chr6	50059719	50060985	50060352.0
chr4	151369970	151370966	151370468.0
chr6	124690294	124691708	124691001.0
chr9	34983194	34983804	34983499.0
chr5	122872325	122872613	122872469.0
chr4	141346218	141347215	141346716.5
chr11	114529679	114530208	114529943.5
chr1	84836305	84837322	84836813.5
chr1	55419476	55420888	55420182.0
chr2	80155445	80156524	80155984.5
chr3	103083162	103084678	103083920.0
chr4	128488668	128488947	128488807.5
chr9	122219743	122220055	122219899.0
chr19	40905325	40906325	40905825.0
chr6	119852381	119853185	119852783.0
chr11	95926126	95927052	95926589.0
chr12	41171814	41173902	41172858.0
chr6	118369146	118370000	118369573.0
chr1	9737879	9738866	9738372.5
chr5	110535810	110537519	110536664.5
chr17	33028131	33028426	33028278.5
chr14	70977235	70978501	70977868.0
chr13	67653554	67654288	67653921.0
chr4	149147715	149148604	149148159.5
chr7	135604084	135605753	135604918.5
chr18	24629191	24629702	24629446.5
chr7	29062616	29062851	29062733.5
chr8	122843486	122843710	122843598.0
chr13	85266118	85267484	85266801.0
chr11	104987298	104988437	104987867.5
chr12	56921464	56922321	56921892.5
chr6	71493719	71494571	71494145.0
chr1	165924379	165925328	165924853.5
chr7	31319895	31320585	31320240.0
chr13	34129320	34129853	34129586.5
chr6	146991099	146991797	146991448.0
chr11	72831961	72833567	72832764.0
chr2	3630486	3631454	3630970.0
chr7	152100577	152100799	152100688.0
chr16	56029089	56029273	56029181.0
chr13	67626607	67627331	67626969.0
chr11	48630042	48631211	48630626.5
chr15	101903957	101905191	101904574.0
chr4	3856755	3857066	3856910.5
chr13	31065498	31066136	31065817.0
chr10	122512552	122513731	122513141.5
chr2	148699868	148701709	148700788.5
chr8	47248649	47249527	47249088.0
chr10	79229447	79230495	79229971.0
chr8	23158535	23158901	23158718.0
chr3	107081521	107082196	107081858.5
chr3	7503030	7504137	7503583.5
chr18	38114353	38114853	38114603.0
chr11	94840274	94840587	94840430.5
chr17	8476163	8477025	8476594.0
chr7	20093641	20093821	20093731.0
chr3	95976061	95976558	95976309.5
chr16	25058751	25060250	25059500.5
chr14	51489864	51490598	51490231.0
chr6	122778157	122778586	122778371.5
chr13	101602660	101603816	101603238.0
chr11	80597853	80598027	80597940.0
chr8	60130372	60131839	60131105.5
chr11	98820816	98822099	98821457.5
chr11	55282571	55283490	55283030.5
chr12	85262268	85263275	85262771.5
chr7	52689524	52690373	52689948.5
chr7	134151960	134152554	134152257.0
chr18	11429811	11430284	11430047.5
chr9	3258787	3258971	3258879.0
chr8	123631910	123632438	123632174.0
chr18	68394625	68394908	68394766.5
chrX	72330189	72330424	72330306.5
chr8	74405510	74406309	74405909.5
chr2	38782677	38782905	38782791.0
chr5	108415250	108416639	108415944.5
chr11	97223376	97223857	97223616.5
chr17	22451565	22452265	22451915.0
chr3	103612771	103613976	103613373.5
chr13	23493112	23494299	23493705.5
chr9	64880019	64880507	64880263.0
chr12	110131994	110132730	110132362.0
chr4	97417583	97418741	97418162.0
chr8	128093220	128094441	128093830.5
chr1	43148863	43149856	43149359.5
chr5	102498016	102499745	102498880.5
chr4	88583655	88584976	88584315.5
chr9	59598227	59599433	59598830.0
chr7	97298915	97299131	97299023.0
chr18	73974639	73975595	73975117.0
chr2	37307478	37308626	37308052.0
chr1	89534144	89534399	89534271.5
chr12	113882499	113883648	113883073.5
chr8	109554692	109555919	109555305.5
chr13	110612385	110613012	110612698.5
chr15	74582872	74583602	74583237.0
chr10	57909338	57910258	57909798.0
chr8	87163074	87163669	87163371.5
chr19	61341249	61341539	61341394.0
chr5	137394871	137395257	137395064.0
chr10	62113567	62114516	62114041.5
chr3	32295661	32296961	32296311.0
chr18	36919746	36919970	36919858.0
