chr	start	stop	centre
chr11	75161462	75162420	75161941.0
chr15	80087966	80089373	80088669.5
chr5	145844275	145845516	145844895.5
chr13	49310611	49311962	49311286.5
chr8	13213807	13214270	13214038.5
chr9	16019055	16020337	16019696.0
chr15	82066961	82067434	82067197.5
chr9	63870377	63871288	63870832.5
chr17	36010665	36011128	36010896.5
chr9	106355661	106356398	106356029.5
chr10	43360864	43361332	43361098.0
chr5	118869237	118870057	118869647.0
chr13	12552595	12554340	12553467.5
chrX	103241165	103241791	103241478.0
chr9	60532997	60533300	60533148.5
chr11	104309844	104310144	104309994.0
chr14	70865559	70867262	70866410.5
chr4	144570897	144571479	144571188.0
chr4	74687983	74688558	74688270.5
chr7	128018337	128019933	128019135.0
chr5	100926979	100928194	100927586.5
chr1	157259859	157260232	157260045.5
chr2	53063547	53063937	53063742.0
chr13	67551445	67553205	67552325.0
chr5	147655978	147657023	147656500.5
chr4	9592818	9593182	9593000.0
chr8	123119863	123120225	123120044.0
chr4	122959592	122964612	122962102.0
chr2	143740238	143742515	143741376.5
chr11	20531095	20533115	20532105.0
chr8	72108627	72109001	72108814.0
chr1	134916606	134917314	134916960.0
chr1	53408497	53409937	53409217.0
chrX	126283855	126285110	126284482.5
chr15	72890321	72892112	72891216.5
chr10	20880321	20881427	20880874.0
chr3	89049933	89050945	89050439.0
chr19	5087633	5089015	5088324.0
chr4	115519848	115520530	115520189.0
chr2	109857551	109858836	109858193.5
chr18	80201696	80202008	80201852.0
chr10	38853406	38854369	38853887.5
chr9	48302863	48304145	48303504.0
chr14	63455724	63457096	63456410.0
chr9	90007597	90010191	90008894.0
chr1	74461599	74462172	74461885.5
chr17	35196429	35196894	35196661.5
chr8	60279248	60279502	60279375.0
chr5	114625501	114626182	114625841.5
chr10	100034260	100034796	100034528.0
chr18	63373812	63374165	63373988.5
chr10	42345713	42346104	42345908.5
chr1	132925710	132926146	132925928.0
chr10	26492091	26492436	26492263.5
chr11	77794930	77797042	77795986.0
chr14	26513083	26514108	26513595.5
chr19	40843767	40844353	40844060.0
chr6	5265057	5265492	5265274.5
chr10	18734266	18735714	18734990.0
chr4	120488145	120488939	120488542.0
chr2	166886890	166889379	166888134.5
chr17	22497282	22498893	22498087.5
chr13	58489261	58489840	58489550.5
chr10	16320537	16321177	16320857.0
chr10	77888077	77888966	77888521.5
chr7	87546076	87548257	87547166.5
chr15	98815650	98816556	98816103.0
chr13	21532388	21533188	21532788.0
chr4	118700635	118701681	118701158.0
chr3	69119780	69123585	69121682.5
chr13	55312188	55314559	55313373.5
chrX	157047835	157048144	157047989.5
chr4	135755699	135756184	135755941.5
chr6	85018906	85019905	85019405.5
chr13	96449108	96450085	96449596.5
chr2	76510665	76511579	76511122.0
chr6	122619407	122619836	122619621.5
chr1	40449933	40450675	40450304.0
chr7	51740439	51740835	51740637.0
chr3	89253350	89253850	89253600.0
chr15	72970459	72971192	72970825.5
chr18	89258403	89258713	89258558.0
chr9	61930813	61931202	61931007.5
chr15	75472594	75473166	75472880.0
chr6	83115249	83116728	83115988.5
chr2	119569816	119570909	119570362.5
chr2	153345803	153346175	153345989.0
chr7	29581398	29582074	29581736.0
chr18	60868893	60870067	60869480.0
chr9	48622657	48623129	48622893.0
chr14	75131448	75132900	75132174.0
chr10	109255271	109256065	109255668.0
chr13	3609087	3610949	3610018.0
chr2	93315153	93315607	93315380.0
chr1	88420575	88425996	88423285.5
chr10	80260066	80262017	80261041.5
chr8	116158389	116160517	116159453.0
chr2	172123577	172124006	172123791.5
chr11	98590398	98591113	98590755.5
chr15	98410545	98410878	98410711.5
chr7	16633068	16634943	16634005.5
chr10	88924565	88925021	88924793.0
chr5	132290305	132290968	132290636.5
chr8	124854309	124854755	124854532.0
chr10	79868460	79870282	79869371.0
chr16	30599503	30600196	30599849.5
chr2	84528603	84528988	84528795.5
chr1	69793101	69793811	69793456.0
chr10	17953707	17955554	17954630.5
chr8	55614401	55616050	55615225.5
chr17	8503590	8504584	8504087.0
chr1	134285268	134286150	134285709.0
chr5	45815529	45815859	45815694.0
chr5	17386635	17387048	17386841.5
chr13	100971684	100972350	100972017.0
chr8	126505509	126507828	126506668.5
chr5	23928976	23930446	23929711.0
chr6	124991014	124991564	124991289.0
chr11	119874423	119874745	119874584.0
chr8	18564654	18564989	18564821.5
chr6	83391156	83392251	83391703.5
chr9	88136379	88136797	88136588.0
chr7	151015245	151016529	151015887.0
chr9	65062419	65064128	65063273.5
chr3	79346387	79346968	79346677.5
chr1	39584361	39584657	39584509.0
chr18	75759328	75759889	75759608.5
chr5	111198879	111200373	111199626.0
chr14	104870990	104871391	104871190.5
chr8	74115414	74116682	74116048.0
chr9	37379800	37380410	37380105.0
chr5	32763307	32763787	32763547.0
chr14	99442738	99446766	99444752.0
chr9	117962394	117962826	117962610.0
chr11	57821813	57824304	57823058.5
chr11	83942588	83943435	83943011.5
chr6	17713846	17714426	17714136.0
chr17	35959664	35960573	35960118.5
chr1	82832724	82833829	82833276.5
chr9	51906762	51907120	51906941.0
chr17	30227348	30227783	30227565.5
chr1	33587861	33588646	33588253.5
chr3	101948260	101948787	101948523.5
chr1	163125594	163126558	163126076.0
chr2	32000216	32000550	32000383.0
chr5	136219659	136220637	136220148.0
chr2	28557060	28557541	28557300.5
chr18	90678789	90680367	90679578.0
chr7	4464856	4465231	4465043.5
chr17	28659344	28660604	28659974.0
chr17	56179226	56180584	56179905.0
chr7	116254400	116254958	116254679.0
chr6	146910410	146910998	146910704.0
chr18	68851537	68852079	68851808.0
chr13	48940363	48941142	48940752.5
chr11	61528146	61528482	61528314.0
chr10	40915990	40916568	40916279.0
chr5	118830145	118830697	118830421.0
chr19	8797229	8798706	8797967.5
chr17	3230182	3230662	3230422.0
chr4	111359660	111360049	111359854.5
chr10	79908909	79909354	79909131.5
chr11	98516424	98516744	98516584.0
chr4	41684462	41685070	41684766.0
chr5	124423383	124424140	124423761.5
chr18	80346894	80349102	80347998.0
chr16	87405192	87405651	87405421.5
chr17	35257555	35259415	35258485.0
chr7	87539540	87539876	87539708.0
chr6	97355160	97355853	97355506.5
chr15	100381500	100382918	100382209.0
chr17	34168122	34169684	34168903.0
chr3	125623852	125624154	125624003.0
chr3	37317757	37320204	37318980.5
chr19	19185625	19185960	19185792.5
chr5	76568793	76570235	76569514.0
chr15	39004343	39004797	39004570.0
chr15	6030701	6031059	6030880.0
chr5	119063010	119063542	119063276.0
chr7	63097218	63098586	63097902.0
chr13	75984466	75984895	75984680.5
chr12	4599186	4601118	4600152.0
chr17	24996794	24997527	24997160.5
chr17	29533640	29534376	29534008.0
chr5	108395183	108395804	108395493.5
chr8	87595317	87596510	87595913.5
chr13	12657669	12658810	12658239.5
chr1	88056813	88057344	88057078.5
chr11	87404573	87406679	87405626.0
chr14	76160863	76161337	76161100.0
chr11	45609173	45609604	45609388.5
chr17	71659325	71660602	71659963.5
chr18	81130014	81131123	81130568.5
chr6	52775396	52776056	52775726.0
chr3	138157501	138158825	138158163.0
chr7	99816781	99819229	99818005.0
chr6	47600027	47601697	47600862.0
chr4	134052663	134053129	134052896.0
chr18	85020114	85022332	85021223.0
chrX	12819514	12820803	12820158.5
chr10	30465370	30465760	30465565.0
chrX	147551367	147551697	147551532.0
chrX	99314138	99315256	99314697.0
chr1	89222931	89224672	89223801.5
chr9	96119635	96120038	96119836.5
chr9	65389226	65390491	65389858.5
chr2	73223840	73225258	73224549.0
chr3	52071323	52072697	52072010.0
chr8	13208552	13209343	13208947.5
chr2	34261967	34262889	34262428.0
chr14	47860213	47860773	47860493.0
chr7	19895201	19896055	19895628.0
chr10	43484932	43486345	43485638.5
chr8	23918189	23919228	23918708.5
chrX	70589166	70589535	70589350.5
chr8	77547583	77547932	77547757.5
chr8	124101602	124103432	124102517.0
chr5	35001962	35003797	35002879.5
chr3	94736580	94737462	94737021.0
chr7	38985961	38986356	38986158.5
chr5	104174472	104175104	104174788.0
chr10	36951039	36952411	36951725.0
chr17	35438642	35439223	35438932.5
chr13	23634194	23637060	23635627.0
chr5	92574367	92574925	92574646.0
chr11	58136188	58137418	58136803.0
chr8	126329671	126330337	126330004.0
chr9	124027178	124027974	124027576.0
chr5	104166250	104167442	104166846.0
chrX	65838448	65838764	65838606.0
chr1	108589152	108589597	108589374.5
chr5	137574199	137574760	137574479.5
chr18	63137162	63138378	63137770.0
chr11	20438420	20438951	20438685.5
chr14	73733684	73734200	73733942.0
chr18	36446074	36447708	36446891.0
chr9	70389898	70391350	70390624.0
chr10	50421416	50421931	50421673.5
chr5	117564646	117566532	117565589.0
chr10	11042903	11044205	11043554.0
chrX	19941034	19942544	19941789.0
chr9	58429447	58431454	58430450.5
chr4	62020286	62022523	62021404.5
chr15	98783359	98784104	98783731.5
chr3	145600463	145602023	145601243.0
chr3	88325934	88326409	88326171.5
chr8	86780359	86781592	86780975.5
chr14	19163536	19164583	19164059.5
chr11	62949138	62949460	62949299.0
chr16	4557797	4560956	4559376.5
chr11	6161736	6162039	6161887.5
chr10	88905270	88907169	88906219.5
chr11	116453618	116454226	116453922.0
chr2	49629051	49629447	49629249.0
chr10	59540587	59541783	59541185.0
chr2	49585624	49586182	49585903.0
chr1	132611688	132614707	132613197.5
chr9	44057627	44057898	44057762.5
chr10	79997768	79998886	79998327.0
chr11	4387554	4388139	4387846.5
chr14	71112413	71113496	71112954.5
chr9	46090556	46091545	46091050.5
chr10	17441435	17444587	17443011.0
chr10	93977310	93978417	93977863.5
chr7	72016928	72018251	72017589.5
chr5	130100026	130100364	130100195.0
chr3	51474370	51475049	51474709.5
chr6	134813180	134813541	134813360.5
chr11	15738519	15739486	15739002.5
chr5	23605992	23607962	23606977.0
chr2	164734992	164735490	164735241.0
chr13	99045478	99046019	99045748.5
chr4	106607651	106608245	106607948.0
chr9	56918001	56918455	56918228.0
chr7	152081423	152082682	152082052.5
chr2	156373049	156373812	156373430.5
chrX	82825470	82825890	82825680.0
chr13	45944464	45945462	45944963.0
chr9	77594119	77594667	77594393.0
chr2	25142010	25142896	25142453.0
chr4	144804235	144804720	144804477.5
chr2	130468258	130468974	130468616.0
chr11	116273816	116274811	116274313.5
chr3	90017059	90018133	90017596.0
chr11	82658781	82660056	82659418.5
chr8	48596066	48596877	48596471.5
chr12	85748846	85750305	85749575.5
chr15	76093768	76094339	76094053.5
chr15	99125106	99126010	99125558.0
chr13	96661522	96662378	96661950.0
chr4	141091124	141091675	141091399.5
chr15	99299517	99299838	99299677.5
chr4	116496901	116497767	116497334.0
chr19	53464245	53465873	53465059.0
chr7	24918872	24919551	24919211.5
chr13	59923759	59925105	59924432.0
chr7	146870421	146870873	146870647.0
chr4	133035520	133036405	133035962.5
chr5	143104744	143106665	143105704.5
chr8	63374524	63375128	63374826.0
chr18	68387068	68387593	68387330.5
chr13	43959867	43960257	43960062.0
chr7	148771092	148772154	148771623.0
chr6	137507244	137507974	137507609.0
chr14	22338496	22338910	22338703.0
chr1	136347576	136347933	136347754.5
chr4	129973843	129974878	129974360.5
chr4	8631375	8632137	8631756.0
chr15	79912763	79914531	79913647.0
chr7	73797124	73797465	73797294.5
chr17	87726334	87726679	87726506.5
chr6	60881187	60881990	60881588.5
chrX	67627637	67627922	67627779.5
chr7	91888569	91888935	91888752.0
chr12	70884106	70885059	70884582.5
chr13	41097360	41097781	41097570.5
chr11	85152768	85153594	85153181.0
chrX	165485444	165486026	165485735.0
chr8	13107990	13109458	13108724.0
chr3	37686332	37686710	37686521.0
chr17	34740058	34742101	34741079.5
chr11	97797137	97797617	97797377.0
chr16	50732264	50733244	50732754.0
chr1	52973531	52973905	52973718.0
chr10	80140437	80141828	80141132.5
chr3	93351024	93351418	93351221.0
chr16	35806922	35808483	35807702.5
chr17	47765723	47767939	47766831.0
chr13	35069206	35069717	35069461.5
chr14	119215664	119216189	119215926.5
chrY	2870610	2871156	2870883.0
chr9	54581489	54582722	54582105.5
chr10	12912143	12913448	12912795.5
chr9	37155161	37156556	37155858.5
chr17	81438191	81438780	81438485.5
chr14	76331120	76331457	76331288.5
chr3	8922971	8924426	8923698.5
chr14	69954831	69955743	69955287.0
chr10	75993663	75994838	75994250.5
chr2	156687696	156690064	156688880.0
chr13	83417690	83418051	83417870.5
chr13	13682094	13683534	13682814.0
chr4	94827449	94828816	94828132.5
chr4	111339067	111340084	111339575.5
chr13	38061246	38061615	38061430.5
chr5	101102745	101103580	101103162.5
chr17	80294054	80295973	80295013.5
chr6	17774698	17775144	17774921.0
chr8	125222802	125223436	125223119.0
chr17	57404406	57404827	57404616.5
chr5	108856195	108856605	108856400.0
chr7	91871089	91872151	91871620.0
chr17	12564969	12565232	12565100.5
chr1	158488414	158489983	158489198.5
chr8	125235769	125236714	125236241.5
chr1	175259154	175259910	175259532.0
chr2	90415174	90415723	90415448.5
chr4	86385123	86385624	86385373.5
chr13	101555341	101557135	101556238.0
chrX	35953465	35954507	35953986.0
chr15	78280265	78280921	78280593.0
chr5	104491399	104492385	104491892.0
chr1	158346588	158347082	158346835.0
chr18	34671393	34672144	34671768.5
chr11	51429073	51429654	51429363.5
chr9	122203167	122204104	122203635.5
chr14	55482366	55483493	55482929.5
chr7	151678692	151679553	151679122.5
chr15	76368027	76369752	76368889.5
chr10	90544620	90546231	90545425.5
chr9	116781857	116783119	116782488.0
chr1	121990104	121990516	121990310.0
chr11	16871996	16872411	16872203.5
chr11	109474063	109475179	109474621.0
chr7	127574817	127575428	127575122.5
chr1	4758435	4758756	4758595.5
chr4	93147743	93148541	93148142.0
chr10	80338729	80339138	80338933.5
chr10	116854977	116855536	116855256.5
chr16	91512553	91513022	91512787.5
chr6	30351320	30352704	30352012.0
chr15	82995319	82996057	82995688.0
chr13	22036658	22037275	22036966.5
chr6	148159601	148161388	148160494.5
chr6	85381700	85382413	85382056.5
chr7	149279472	149282103	149280787.5
chr5	136577994	136578412	136578203.0
chr2	25437029	25437515	25437272.0
chr8	107972055	107973041	107972548.0
chr2	5621938	5622341	5622139.5
chrX	99254757	99255275	99255016.0
chr15	101806395	101806928	101806661.5
chr1	75248056	75248648	75248352.0
chr8	73182672	73184284	73183478.0
chr4	87451790	87453356	87452573.0
chrX	90946026	90946960	90946493.0
chr4	106574775	106575103	106574939.0
chrX	160857071	160858734	160857902.5
chr7	36434094	36434520	36434307.0
chr5	23899039	23900975	23900007.0
chr1	174012304	174013596	174012950.0
chr7	148278092	148278754	148278423.0
chr9	32328663	32329417	32329040.0
chr12	32652400	32652881	32652640.5
chr11	68786769	68787571	68787170.0
chr11	87261505	87262912	87262208.5
chr8	86671389	86672266	86671827.5
chr8	127420440	127422664	127421552.0
chr1	82644545	82645066	82644805.5
chr4	116345337	116345846	116345591.5
chr19	10969348	10970207	10969777.5
chr7	17587651	17588106	17587878.5
chr12	56038587	56038931	56038759.0
chr1	152925941	152926522	152926231.5
chr1	176356140	176357040	176356590.0
chrX	47925372	47925802	47925587.0
chr2	20864764	20865278	20865021.0
chr3	63779563	63781089	63780326.0
chrX	53707424	53710124	53708774.0
chr9	21024769	21026410	21025589.5
chr1	73049093	73049657	73049375.0
chr11	75299871	75300792	75300331.5
chr9	30234299	30235167	30234733.0
chr13	112281627	112281965	112281796.0
chr6	85324202	85325307	85324754.5
chr10	126631649	126633035	126632342.0
chr13	6888711	6889109	6888910.0
chr1	130511345	130511975	130511660.0
chr2	105515159	105516008	105515583.5
chr17	84545124	84547560	84546342.0
chr8	109745821	109746216	109746018.5
chr9	66061050	66061759	66061404.5
chr11	63892522	63893714	63893118.0
chr7	88091952	88092981	88092466.5
chr15	43113614	43114728	43114171.0
chr5	105924113	105924652	105924382.5
chrX	146998379	146999898	146999138.5
chr15	61869132	61871248	61870190.0
chr1	151806170	151806667	151806418.5
chr5	123582123	123583754	123582938.5
chr17	27759494	27760907	27760200.5
chr1	184070447	184070933	184070690.0
chr9	79607064	79608168	79607616.0
chr17	78599028	78600955	78599991.5
chr17	26698170	26698698	26698434.0
chr5	137730218	137732509	137731363.5
chr9	21874685	21876273	21875479.0
chr5	113528679	113528939	113528809.0
chr13	120047246	120047756	120047501.0
chr7	91299445	91301008	91300226.5
chr11	5475021	5475471	5475246.0
chr5	122803872	122805060	122804466.0
chr11	83044467	83044833	83044650.0
chr3	105501804	105502868	105502336.0
chr16	91081632	91082201	91081916.5
chr18	84710881	84711483	84711182.0
chr13	43337078	43337717	43337397.5
chr4	8616932	8619480	8618206.0
chr1	140816724	140816997	140816860.5
chr10	58785587	58787032	58786309.5
chr17	30126084	30126346	30126215.0
chr1	9787718	9789751	9788734.5
chr12	32035313	32036661	32035987.0
chr9	48169849	48170823	48170336.0
chr14	35486355	35488537	35487446.0
chr19	61227234	61227989	61227611.5
chr3	100802965	100803277	100803121.0
chr17	56647116	56647445	56647280.5
chr11	59592061	59592395	59592228.0
chr8	125159652	125160268	125159960.0
chr11	80241665	80243036	80242350.5
chr17	34045384	34047275	34046329.5
chr7	132572330	132572655	132572492.5
chr12	106228792	106229654	106229223.0
chr15	72987484	72987873	72987678.5
chr17	35958274	35959250	35958762.0
chr12	110001206	110002760	110001983.0
chr1	170217778	170218959	170218368.5
chr2	31983054	31984405	31983729.5
chr8	127044289	127045253	127044771.0
chr4	49594001	49594531	49594266.0
chr16	17110723	17111619	17111171.0
chr11	101948291	101949250	101948770.5
chr12	112773049	112774235	112773642.0
chr3	61196771	61197314	61197042.5
chr13	112612181	112612641	112612411.0
chr8	128257869	128258607	128258238.0
chr7	28275440	28276573	28276006.5
chr10	80927011	80927863	80927437.0
chr11	116888833	116889420	116889126.5
chrY	2889659	2890028	2889843.5
chr15	98634420	98634893	98634656.5
chr7	146098546	146099221	146098883.5
chr1	58026011	58027331	58026671.0
chr2	118970998	118971326	118971162.0
chr14	55543433	55543769	55543601.0
chr3	129255781	129256534	129256157.5
chr2	91022162	91024437	91023299.5
chr15	78978949	78979420	78979184.5
chr2	34671442	34671826	34671634.0
chr5	23293075	23294604	23293839.5
chr6	134823084	134823472	134823278.0
chr3	132410050	132410323	132410186.5
chr14	64491704	64492092	64491898.0
chr9	64868781	64869981	64869381.0
chr1	156993775	156994151	156993963.0
chrX	74755826	74757530	74756678.0
chrX	47950312	47950789	47950550.5
chr6	18798002	18799824	18798913.0
chr11	74389262	74390102	74389682.0
chrX	7544521	7546451	7545486.0
chr4	62166087	62169377	62167732.0
chr10	62840193	62840719	62840456.0
chr2	76485462	76486805	76486133.5
chr2	174152492	174153704	174153098.0
chr8	14012385	14013062	14012723.5
chr5	66109577	66109975	66109776.0
chr3	105571337	105571912	105571624.5
chr4	129016847	129017451	129017149.0
chr7	30022879	30023949	30023414.0
chr8	73417384	73417900	73417642.0
chr8	83256203	83256623	83256413.0
chr13	34362743	34363714	34363228.5
chr12	32734792	32735800	32735296.0
chr7	107327845	107328208	107328026.5
chr6	149357047	149358388	149357717.5
chr6	28370907	28372349	28371628.0
chr16	58514554	58515239	58514896.5
chr2	104525570	104525912	104525741.0
chr18	70212777	70213326	70213051.5
chr12	75904829	75905637	75905233.0
chr5	73646494	73648681	73647587.5
chr9	107428854	107429441	107429147.5
chr10	62130781	62131192	62130986.5
chr12	32743019	32743620	32743319.5
chr6	28165107	28166070	28165588.5
chr4	137860077	137861114	137860595.5
chr3	96257249	96257679	96257464.0
chr9	43551654	43552551	43552102.5
chr4	46419688	46420568	46420128.0
chr11	60888844	60889266	60889055.0
chr4	135723598	135724034	135723816.0
chr12	25780560	25781555	25781057.5
chr5	124927781	124928626	124928203.5
chr16	3871916	3872739	3872327.5
chr2	181394084	181394570	181394327.0
chr6	82859160	82859827	82859493.5
chr11	35647583	35648367	35647975.0
chr8	126892077	126892410	126892243.5
chr15	103013551	103013999	103013775.0
chr3	131005811	131006458	131006134.5
chr10	79662201	79662554	79662377.5
chr11	23205622	23207624	23206623.0
chr14	21556527	21556918	21556722.5
chr4	128726120	128727171	128726645.5
chr2	146337164	146338384	146337774.0
chr7	149797041	149797375	149797208.0
chr8	73380716	73381106	73380911.0
chr16	36934864	36935420	36935142.0
chr11	117640196	117640623	117640409.5
chr17	47669339	47669713	47669526.0
