chr	start	stop	centre
chr9	22840653	22841088	22840870.5
chr14	31839100	31839279	31839189.5
chr2	181226602	181226846	181226724.0
chr1	111626805	111626954	111626879.5
chr7	115673459	115674034	115673746.5
chr8	48101732	48101911	48101821.5
chr11	73131226	73131423	73131324.5
chr4	120972453	120972890	120972671.5
chr3	89424322	89424434	89424378.0
chr11	112715490	112715581	112715535.5
chr1	18966929	18967077	18967003.0
chr8	90063758	90064169	90063963.5
chr13	48585630	48586237	48585933.5
chr7	20535463	20535627	20535545.0
chr17	91214849	91215211	91215030.0
chr2	87700585	87700732	87700658.5
chr18	44092419	44092563	44092491.0
chr18	65947993	65948209	65948101.0
chr8	96150734	96150982	96150858.0
chr9	55271872	55272336	55272104.0
chr7	136556264	136556443	136556353.5
chr9	76310871	76311008	76310939.5
chrX	123790151	123790523	123790337.0
chr6	108507803	108508232	108508017.5
chr14	10823347	10823484	10823415.5
chr3	142106915	142107047	142106981.0
chr5	14829191	14829487	14829339.0
chr15	89236082	89236440	89236261.0
chr19	10318808	10318954	10318881.0
chr17	16813675	16813812	16813743.5
chr7	87366114	87366581	87366347.5
chrX	54578971	54579573	54579272.0
chr1	174148410	174149165	174148787.5
chr6	64981086	64981447	64981266.5
chr11	63961430	63961580	63961505.0
chr9	96404643	96404846	96404744.5
chr7	31883948	31884122	31884035.0
chr8	37410065	37410301	37410183.0
chr8	88016029	88017135	88016582.0
chr3	149748122	149748404	149748263.0
chr11	29459299	29459496	29459397.5
chr13	37865331	37865732	37865531.5
chr11	31036288	31036571	31036429.5
chr2	119894552	119894944	119894748.0
chr15	50702265	50702703	50702484.0
chr5	61348682	61349151	61348916.5
chr14	10718075	10718256	10718165.5
chr7	141038902	141039234	141039068.0
chr12	100219301	100219852	100219576.5
chr8	67570077	67570972	67570524.5
chr3	108339211	108339817	108339514.0
chr11	49074793	49075078	49074935.5
chr18	56636816	56637094	56636955.0
chr5	8712140	8712287	8712213.5
chr11	44200684	44200776	44200730.0
chr13	108746404	108746866	108746635.0
chr2	178338193	178338391	178338292.0
chr18	3934728	3934897	3934812.5
chr1	15842775	15842940	15842857.5
chr19	11119483	11120125	11119804.0
chr10	5853216	5853544	5853380.0
chr18	34212557	34212785	34212671.0
chr17	27138176	27138384	27138280.0
chr1	39818312	39818557	39818434.5
chr17	76899173	76900294	76899733.5
chr7	110103903	110104082	110103992.5
chr14	41604436	41604914	41604675.0
chr16	78930966	78931854	78931410.0
chr11	60323127	60323298	60323212.5
chr15	78657105	78657236	78657170.5
chr7	51893840	51894393	51894116.5
chr18	21104137	21105214	21104675.5
chr4	154246061	154246413	154246237.0
chr3	115739336	115739460	115739398.0
chr14	90572407	90573169	90572788.0
chr14	122539291	122539785	122539538.0
chrX	9086015	9086116	9086065.5
chr7	3261513	3261712	3261612.5
chrX	39310389	39310633	39310511.0
chr11	51431290	51431469	51431379.5
chr5	34678710	34679181	34678945.5
chrX	152498943	152499391	152499167.0
chr18	50224327	50224554	50224440.5
chr12	3662694	3663153	3662923.5
chr5	11946635	11946869	11946752.0
chr19	57388878	57389186	57389032.0
chr15	81799677	81800382	81800029.5
chr16	72475216	72475656	72475436.0
chr6	86314433	86314683	86314558.0
chr11	108797393	108797671	108797532.0
chr14	83729997	83730137	83730067.0
chr8	126927788	126928150	126927969.0
chr14	79216410	79216526	79216468.0
chr5	20222246	20222422	20222334.0
chr2	98684375	98685099	98684737.0
chr8	51721072	51721293	51721182.5
chr1	6431107	6432043	6431575.0
chr7	50401846	50402004	50401925.0
chr2	132342201	132342393	132342297.0
chr16	72434745	72434933	72434839.0
chr7	146776265	146776496	146776380.5
chr14	54873183	54874113	54873648.0
chr6	120615341	120617359	120616350.0
chr6	91851623	91851787	91851705.0
chrX	99969692	99969893	99969792.5
chr8	94520973	94521271	94521122.0
chr10	69388330	69388654	69388492.0
chr16	55437635	55437750	55437692.5
chr9	91296341	91296487	91296414.0
chr2	43469008	43469135	43469071.5
chr6	53158536	53158803	53158669.5
chr5	86494028	86495138	86494583.0
chr6	140146584	140147067	140146825.5
chr3	141501972	141502152	141502062.0
chr11	95446567	95446799	95446683.0
chr18	24873073	24873539	24873306.0
chr11	21208273	21208395	21208334.0
chr3	138355333	138355610	138355471.5
chr8	27776412	27776625	27776518.5
chr5	93421666	93421821	93421743.5
chr3	22913841	22914030	22913935.5
chr2	132426094	132426448	132426271.0
chr15	25806296	25806731	25806513.5
chr3	88891762	88891910	88891836.0
chrX	127069194	127069316	127069255.0
chr6	70861725	70861941	70861833.0
chrX	15372927	15373675	15373301.0
chr1	77586133	77586287	77586210.0
chr9	111187530	111187883	111187706.5
chrX	12400005	12400243	12400124.0
chr1	55228723	55229116	55228919.5
chr1	50761526	50761852	50761689.0
chr1	174478690	174479061	174478875.5
chr16	95194140	95194382	95194261.0
chr14	99618769	99619477	99619123.0
chr11	23161563	23161784	23161673.5
chr11	109302553	109302759	109302656.0
chr17	30560195	30560601	30560398.0
chr18	57052420	57052557	57052488.5
chr11	28476368	28476883	28476625.5
chr14	72904872	72905163	72905017.5
chr12	72678331	72678741	72678536.0
chr14	74055874	74056223	74056048.5
chr8	59120623	59120777	59120700.0
chr18	14083203	14083418	14083310.5
chrX	104198888	104199793	104199340.5
chr2	63235256	63235448	63235352.0
chr3	34655550	34655966	34655758.0
chr9	8899668	8902307	8900987.5
chr1	138462994	138463320	138463157.0
chr7	96990458	96990694	96990576.0
chrX	142563385	142563632	142563508.5
chr1	154940151	154941226	154940688.5
chr10	77365190	77366134	77365662.0
chr3	58214120	58214289	58214204.5
chr17	31668796	31668972	31668884.0
chr15	54812051	54812141	54812096.0
chr9	102308479	102308597	102308538.0
chr1	163320319	163320440	163320379.5
chr18	71721508	71721656	71721582.0
chr13	29051267	29051869	29051568.0
chr16	79794746	79794962	79794854.0
chr14	55333013	55333313	55333163.0
chr18	47270152	47270258	47270205.0
chr15	95463623	95463763	95463693.0
chr2	75902215	75902459	75902337.0
chr8	102469910	102470094	102470002.0
chr19	7091730	7091842	7091786.0
chr18	7003952	7005207	7004579.5
chr11	20366627	20366996	20366811.5
chr15	98146294	98146447	98146370.5
chrX	126225239	126225676	126225457.5
chr14	14334318	14334595	14334456.5
chr7	120411841	120412151	120411996.0
chr5	5322852	5322968	5322910.0
chr2	58480280	58480802	58480541.0
chr6	53236786	53237554	53237170.0
chr7	13365234	13366222	13365728.0
chr5	140991211	140991609	140991410.0
chr2	112440291	112440793	112440542.0
chr15	48988710	48988852	48988781.0
chr15	92833096	92833195	92833145.5
chr2	60007978	60008182	60008080.0
chr7	24976450	24976776	24976613.0
chr9	109121102	109121306	109121204.0
chr17	84388336	84388630	84388483.0
chr9	30441845	30442016	30441930.5
chr10	42688178	42688608	42688393.0
chr16	16099907	16100146	16100026.5
chr16	30008518	30009370	30008944.0
chr11	74916416	74916615	74916515.5
chr5	17437831	17437962	17437896.5
chr18	19611518	19611816	19611667.0
chr2	24376942	24377111	24377026.5
chr11	39027042	39027253	39027147.5
chr5	56651788	56651976	56651882.0
chr6	63331316	63331481	63331398.5
chr14	104243274	104243705	104243489.5
chr13	40975979	40976268	40976123.5
chr11	42234685	42234836	42234760.5
chr11	78827229	78827375	78827302.0
chr1	93503736	93504065	93503900.5
chr3	52344060	52344263	52344161.5
chr9	21931045	21931306	21931175.5
chr17	87994711	87994838	87994774.5
chr1	129067502	129067687	129067594.5
chr18	37815421	37815685	37815553.0
chr9	15655199	15655529	15655364.0
chr15	29739637	29739731	29739684.0
chr16	55966284	55967031	55966657.5
chr5	125642839	125643097	125642968.0
chr14	52100031	52100235	52100133.0
chr14	67651566	67651804	67651685.0
chr17	46620499	46620904	46620701.5
chr7	79292095	79292331	79292213.0
chr7	149626560	149626712	149626636.0
chr5	61386080	61386267	61386173.5
chr2	24464176	24464518	24464347.0
chr1	191584861	191585043	191584952.0
chr5	64301356	64301902	64301629.0
chr1	182537375	182537470	182537422.5
chr9	7112115	7112249	7112182.0
chr11	8169217	8169468	8169342.5
chr3	78843648	78844005	78843826.5
chr15	96321762	96322205	96321983.5
chr8	67021274	67021617	67021445.5
chr2	85123852	85124229	85124040.5
chr2	171884855	171885115	171884985.0
chr5	105775119	105775312	105775215.5
chr1	169219728	169220572	169220150.0
chr14	99660996	99661905	99661450.5
chr1	130210037	130210241	130210139.0
chr17	63779339	63779621	63779480.0
chr14	13619988	13620132	13620060.0
chrX	17323633	17323909	17323771.0
chr14	95876638	95876941	95876789.5
chr17	29985938	29986302	29986120.0
chr11	94010913	94011122	94011017.5
chr2	170027305	170027733	170027519.0
chr17	91362359	91362792	91362575.5
chr8	19897133	19897882	19897507.5
chr11	48901461	48902188	48901824.5
chr3	29930387	29930496	29930441.5
chr7	95311507	95311624	95311565.5
chr1	173349664	173350120	173349892.0
chr3	84028995	84029170	84029082.5
chr5	33653672	33654007	33653839.5
chr8	127652309	127652455	127652382.0
chr2	157854348	157854798	157854573.0
chr6	87802002	87802173	87802087.5
chrX	147280113	147280322	147280217.5
chr2	91768066	91768323	91768194.5
chr1	89555995	89556192	89556093.5
chr3	121788110	121788670	121788390.0
chr5	41288013	41288249	41288131.0
chr14	85704477	85705276	85704876.5
chr3	51054185	51054391	51054288.0
chr2	147862542	147862961	147862751.5
chr18	77216883	77217014	77216948.5
chr8	86544917	86545857	86545387.0
chr3	131166975	131167159	131167067.0
chr2	26873442	26873546	26873494.0
chr16	67652753	67653359	67653056.0
chr8	126147540	126147685	126147612.5
chr3	63121411	63121815	63121613.0
chr19	4615381	4616166	4615773.5
chr9	4055499	4055761	4055630.0
chr9	40036037	40036221	40036129.0
chrX	158172700	158172918	158172809.0
chr9	108148172	108148386	108148279.0
chrX	21731508	21732042	21731775.0
chr1	114000065	114000237	114000151.0
chr14	32149521	32150353	32149937.0
chr2	6372042	6372223	6372132.5
chr18	19987125	19987345	19987235.0
chr5	66351171	66351516	66351343.5
chr17	57354188	57354405	57354296.5
chr8	68847012	68847694	68847353.0
chr8	80728212	80728416	80728314.0
chr16	32682401	32682568	32682484.5
chr17	28603716	28603993	28603854.5
chr3	135566420	135566643	135566531.5
chr8	106500517	106500681	106500599.0
chr16	93790650	93790956	93790803.0
chr11	43440444	43440659	43440551.5
chr11	109707702	109707912	109707807.0
chr3	149048280	149048628	149048454.0
chr11	4736877	4737015	4736946.0
chr9	104304110	104304318	104304214.0
chr3	37380120	37380499	37380309.5
chr14	47007521	47007788	47007654.5
chr15	89975262	89975491	89975376.5
chr11	42089024	42089178	42089101.0
chr2	115426691	115426917	115426804.0
chr7	133521191	133521653	133521422.0
chr16	59493015	59493528	59493271.5
chr14	119402674	119402794	119402734.0
chr7	25250444	25250607	25250525.5
chr3	79704760	79704907	79704833.5
chr9	13326557	13326854	13326705.5
chr14	100171865	100173062	100172463.5
chr5	148573654	148573840	148573747.0
chrX	45492586	45493047	45492816.5
chr2	110550414	110550529	110550471.5
chr5	97526571	97527063	97526817.0
chr7	4829919	4830090	4830004.5
chrX	45323574	45323992	45323783.0
chr1	20903638	20903756	20903697.0
chr9	51623880	51624114	51623997.0
chr8	80956400	80956714	80956557.0
chr2	66144069	66144355	66144212.0
chr2	105452109	105452411	105452260.0
chr9	75437718	75438536	75438127.0
chr18	33936220	33936322	33936271.0
chr1	65122312	65122429	65122370.5
chr8	112471384	112471966	112471675.0
chr15	88564551	88564849	88564700.0
chr14	18476910	18477115	18477012.5
chr8	129115816	129116138	129115977.0
chr2	121299656	121299890	121299773.0
chr2	97234260	97234356	97234308.0
chr3	45181136	45181320	45181228.0
chr5	91206675	91207273	91206974.0
chr5	30916564	30917006	30916785.0
chrX	71920757	71920901	71920829.0
chr11	117187505	117187855	117187680.0
chr9	67635562	67635758	67635660.0
chr7	25793782	25794007	25793894.5
chr1	120949886	120950979	120950432.5
chr9	57677850	57678349	57678099.5
chr3	122806201	122806449	122806325.0
chr1	11029760	11029943	11029851.5
chr1	32052804	32052968	32052886.0
chr18	78951630	78952437	78952033.5
chr15	78411914	78412159	78412036.5
chrX	157837120	157837365	157837242.5
chr18	52639170	52639340	52639255.0
chr11	113646685	113647115	113646900.0
chrX	163098650	163099652	163099151.0
chr15	4325370	4326225	4325797.5
chr8	75273384	75274237	75273810.5
chr11	79544949	79545415	79545182.0
chr14	56537674	56537795	56537734.5
chrX	156267202	156267403	156267302.5
chrX	90263869	90263996	90263932.5
chr18	14832966	14833336	14833151.0
chr9	109226898	109227031	109226964.5
chr9	72285986	72286488	72286237.0
chrX	41281338	41281478	41281408.0
chr16	17650441	17650618	17650529.5
chr5	121133523	121133765	121133644.0
chr11	118169371	118169595	118169483.0
chr1	87796149	87796321	87796235.0
chrX	106510957	106511304	106511130.5
chr5	134914753	134915212	134914982.5
chr1	102462688	102462882	102462785.0
chr2	35055728	35056842	35056285.0
chr3	129883208	129884796	129884002.0
chr8	14879168	14879466	14879317.0
chr15	103138901	103139539	103139220.0
chr3	121976969	121977868	121977418.5
chr15	99147814	99147998	99147906.0
chr5	104273075	104273246	104273160.5
chr8	74009784	74010014	74009899.0
chr1	171604335	171604536	171604435.5
chrX	162315611	162315807	162315709.0
chr8	74178573	74178824	74178698.5
chr8	71540391	71540832	71540611.5
chr1	42493424	42493849	42493636.5
chr19	46432911	46433231	46433071.0
chr18	76369330	76369484	76369407.0
chr2	174469665	174470486	174470075.5
chr6	85463419	85463886	85463652.5
chr4	75958361	75958836	75958598.5
chr7	124554622	124554737	124554679.5
chrX	107450947	107451047	107450997.0
chr1	13124487	13124704	13124595.5
chr7	84883537	84884271	84883904.0
chrX	162362952	162363066	162363009.0
chr2	134281580	134282347	134281963.5
chr5	111938190	111938435	111938312.5
chr2	112379005	112379225	112379115.0
chr15	39849595	39850619	39850107.0
chr4	94938219	94938651	94938435.0
chr1	178930304	178930490	178930397.0
chr1	140505203	140505488	140505345.5
chr5	23181525	23182384	23181954.5
chr9	106101272	106101754	106101513.0
chr11	93446467	93446622	93446544.5
chr19	4966279	4966392	4966335.5
chr1	174851193	174851597	174851395.0
chr15	95620644	95622191	95621417.5
chr18	12599036	12599271	12599153.5
chr9	83913299	83913517	83913408.0
chr12	15463228	15463669	15463448.5
chr1	189475674	189476210	189475942.0
chr12	63518954	63519492	63519223.0
chr5	77798528	77798862	77798695.0
chr11	30623532	30623772	30623652.0
chr3	115417541	115418798	115418169.5
chr7	20456764	20456945	20456854.5
chr1	172407754	172408612	172408183.0
chr18	82836016	82836117	82836066.5
chr1	120733734	120734668	120734201.0
chr17	23329943	23330340	23330141.5
chr2	93703438	93703756	93703597.0
chr3	21972911	21973124	21973017.5
chr9	53055701	53056573	53056137.0
chr11	19952943	19953096	19953019.5
chr4	145953483	145953891	145953687.0
chr9	20603454	20603736	20603595.0
chr9	105543677	105544370	105544023.5
chr16	22505825	22506147	22505986.0
chr9	123833281	123833455	123833368.0
chr18	44733019	44733436	44733227.5
chr19	18799788	18799934	18799861.0
chr4	94209808	94210032	94209920.0
chr1	162581753	162582178	162581965.5
chr18	72165749	72165947	72165848.0
chr18	73822304	73822488	73822396.0
chr1	82870219	82870376	82870297.5
chr9	78279877	78279992	78279934.5
chr3	22196399	22197258	22196828.5
chr6	23430442	23430544	23430493.0
chr3	129254851	129255593	129255222.0
chr2	134281339	134281437	134281388.0
chr5	92416362	92416533	92416447.5
chr5	122734180	122734847	122734513.5
chr4	15106496	15107056	15106776.0
chr16	29216856	29217021	29216938.5
chr1	72253722	72254302	72254012.0
chr6	143167782	143168208	143167995.0
chrX	84846355	84846498	84846426.5
chr8	49183712	49183892	49183802.0
chr18	89286945	89287133	89287039.0
chr2	135548505	135548659	135548582.0
chr2	71027011	71027318	71027164.5
chr2	43960449	43960890	43960669.5
chr1	120313396	120313580	120313488.0
chr9	11440217	11440578	11440397.5
chr4	144861505	144862056	144861780.5
chr15	89554785	89555147	89554966.0
chr19	38949407	38949560	38949483.5
chr16	22931362	22931832	22931597.0
chr16	22161402	22161832	22161617.0
chr15	26766894	26767131	26767012.5
chr11	35141503	35141781	35141642.0
chr15	65626354	65626488	65626421.0
chr5	102798635	102799130	102798882.5
chrX	151696308	151697659	151696983.5
chr1	192627137	192627377	192627257.0
chr1	51630402	51630719	51630560.5
chr16	64748171	64748353	64748262.0
chr6	71116849	71117043	71116946.0
chr9	114308832	114309124	114308978.0
chrX	10790769	10790919	10790844.0
chr14	37666285	37666405	37666345.0
chr14	105365392	105365516	105365454.0
chr8	42529968	42530352	42530160.0
chr4	63081323	63081909	63081616.0
chr15	72979168	72979533	72979350.5
chr18	34262583	34263103	34262843.0
chr9	20179258	20179461	20179359.5
chr1	176099242	176099455	176099348.5
chr4	73129127	73129676	73129401.5
chr11	109529090	109529297	109529193.5
chr4	52555793	52556603	52556198.0
chr11	109521359	109521687	109521523.0
chr8	111724660	111724765	111724712.5
chr9	67636015	67636141	67636078.0
chr16	30432024	30432235	30432129.5
chr8	119863582	119864000	119863791.0
chr7	69521493	69522556	69522024.5
chr11	58708067	58708182	58708124.5
chr11	8489137	8489676	8489406.5
chr7	29756138	29756334	29756236.0
chr7	19332830	19333069	19332949.5
chr2	34838077	34838336	34838206.5
chr3	35994390	35994505	35994447.5
chr17	51301540	51301769	51301654.5
chr9	40588187	40588603	40588395.0
chr5	20511603	20511837	20511720.0
chr5	89211468	89211714	89211591.0
chr4	137025909	137026920	137026414.5
chr2	150575938	150576187	150576062.5
chrX	111076987	111077300	111077143.5
chr9	27116205	27116568	27116386.5
chr8	12928566	12929353	12928959.5
chr2	84875641	84875834	84875737.5
chrX	103259792	103260744	103260268.0
chr16	87128456	87129542	87128999.0
chr12	86491872	86492434	86492153.0
chr17	23816545	23816746	23816645.5
chr9	59507464	59507870	59507667.0
chr2	94731488	94731788	94731638.0
chr4	51901490	51901765	51901627.5
chr11	83104959	83105296	83105127.5
chr14	8996649	8996870	8996759.5
chr2	172146529	172146691	172146610.0
chr7	75023243	75023473	75023358.0
chr5	43681059	43681508	43681283.5
chr5	84844971	84845922	84845446.5
chr3	126700321	126700590	126700455.5
chr8	129018176	129018359	129018267.5
chr4	66278151	66278441	66278296.0
chr7	25302045	25302527	25302286.0
chr9	77344691	77344989	77344840.0
chr17	79451370	79452187	79451778.5
chr17	88744939	88745324	88745131.5
chr6	37327872	37328164	37328018.0
chr8	44628441	44628620	44628530.5
chr3	103224569	103224973	103224771.0
chr7	121777289	121777750	121777519.5
chr11	66183467	66183585	66183526.0
chr9	9231790	9231981	9231885.5
chr6	97167192	97167547	97167369.5
chr18	74974545	74974808	74974676.5
chr16	68476296	68476398	68476347.0
chrX	69576249	69576461	69576355.0
chr18	64523870	64524043	64523956.5
chr2	29475049	29475285	29475167.0
chr6	49225351	49225640	49225495.5
chr16	23901569	23901740	23901654.5
chr9	72916047	72916215	72916131.0
chr7	148242724	148243163	148242943.5
chr1	162450275	162450486	162450380.5
chr1	154216461	154216589	154216525.0
chr11	73228543	73228773	73228658.0
chr1	107711909	107712380	107712144.5
chr15	54846390	54846557	54846473.5
chr14	111549007	111549100	111549053.5
chr3	138489341	138489775	138489558.0
chr2	31309150	31309384	31309267.0
chr5	92070422	92070621	92070521.5
chr7	112784236	112784523	112784379.5
chr2	104937577	104937729	104937653.0
chrX	158934431	158934732	158934581.5
chr17	11857715	11857839	11857777.0
chr17	21203987	21204572	21204279.5
chrX	23954312	23954424	23954368.0
chr7	110546036	110546710	110546373.0
chr16	54432629	54432739	54432684.0
chr1	31452178	31452265	31452221.5
chr15	31245474	31245682	31245578.0
chr6	29346321	29346889	29346605.0
chr5	14048796	14048927	14048861.5
chr3	64006774	64007173	64006973.5
chr4	15192285	15194003	15193144.0
chr7	49935000	49935415	49935207.5
chr3	135123397	135123537	135123467.0
chrX	153045086	153045261	153045173.5
chr7	4165131	4165413	4165272.0
chr8	84663162	84663393	84663277.5
chr7	114351178	114351862	114351520.0
chr7	148358289	148358925	148358607.0
chr7	4102431	4102775	4102603.0
chr2	69628412	69628723	69628567.5
chr11	12656470	12656664	12656567.0
chr18	83141200	83141701	83141450.5
chr17	30818682	30818849	30818765.5
chr11	76268122	76268283	76268202.5
chr1	72851558	72851969	72851763.5
chr7	28334662	28334991	28334826.5
chr1	39815178	39815417	39815297.5
chr5	115595249	115595679	115595464.0
chr6	52055099	52055623	52055361.0
chr17	43491598	43491923	43491760.5
chr14	53340252	53340566	53340409.0
chr8	111238401	111239451	111238926.0
chr3	132578004	132578313	132578158.5
chr5	100465092	100465258	100465175.0
chr18	39090207	39090362	39090284.5
chr15	11619712	11619842	11619777.0
chr2	168755327	168755493	168755410.0
chr3	58380390	58381188	58380789.0
chr11	21138383	21139722	21139052.5
chr17	25359058	25359189	25359123.5
chr2	141057072	141057250	141057161.0
chr18	16269075	16269244	16269159.5
chr18	45788227	45789040	45788633.5
chr9	102381423	102381713	102381568.0
chr16	65038211	65038369	65038290.0
chrX	133656366	133656546	133656456.0
chr1	75138912	75139869	75139390.5
chr16	17622101	17622330	17622215.5
chr1	181607235	181607516	181607375.5
chr2	24241897	24242182	24242039.5
chr4	123367390	123367921	123367655.5
chrX	98724403	98724612	98724507.5
chr8	46881635	46882102	46881868.5
chr1	59434149	59434428	59434288.5
chr2	47321678	47321875	47321776.5
chr18	8072683	8072945	8072814.0
chr10	98755682	98756244	98755963.0
chr15	22507687	22508038	22507862.5
chr9	96085651	96085828	96085739.5
chrX	70884279	70885425	70884852.0
chr3	110061350	110061563	110061456.5
chr1	61685021	61686494	61685757.5
chr4	6442048	6442300	6442174.0
chr8	19955803	19955923	19955863.0
chr8	97758324	97758483	97758403.5
chrX	113850243	113850547	113850395.0
chrX	93777224	93777510	93777367.0
chr3	121822748	121822968	121822858.0
chr4	78875651	78875802	78875726.5
